hike_id,variable,value
hike121,user11059,4
hike53,user1106,4
hike37,user11060,5
hike740,user11061,5
hike29,user11062,4
hike16,user11063,5
hike519,user11063,1
hike462,user11064,4
hike60,user11065,5
hike55,user11066,5
hike10,user11067,5
hike13,user11068,4
hike212,user11068,3
hike42,user11068,4
hike674,user11068,4
hike672,user11069,4
hike24,user1107,5
hike707,user1107,4
hike219,user11070,5
hike427,user11070,2
hike275,user11071,5
hike26,user11072,4
hike5,user11073,4
hike93,user11074,5
hike116,user11075,5
hike158,user11075,4
hike244,user11075,4
hike30,user11075,4
hike366,user11075,5
hike47,user11075,5
hike67,user11075,4
hike70,user11075,5
hike23,user11076,5
hike582,user11076,4
hike7,user11076,5
hike25,user11077,5
hike69,user11078,4
hike1008,user11079,3
hike1253,user11079,5
hike1344,user11079,4
hike298,user11079,3
hike696,user11079,3
hike169,user1108,4
hike172,user11080,3
hike367,user11081,4
hike3,user11082,5
hike1099,user11083,4
hike533,user11084,5
hike25,user11085,4
hike373,user11085,4
hike41,user11085,5
hike51,user11086,5
hike9,user11086,5
hike6,user11087,4
hike33,user11088,4
hike429,user11088,4
hike291,user11089,4
hike43,user1109,5
hike207,user11090,5
hike292,user11090,4
hike34,user11091,4
hike1,user11092,5
hike12,user11092,5
hike409,user11093,5
hike305,user11094,4
hike1091,user11095,5
hike22,user11096,3
hike70,user11096,3
hike29,user11097,4
hike604,user11098,5
hike733,user11098,3
hike31,user11099,1
hike130,user111,4
hike320,user1110,4
hike350,user1110,3
hike524,user1110,3
hike120,user11100,4
hike133,user11101,4
hike14,user11101,3
hike22,user11101,4
hike35,user11101,4
hike4,user11101,5
hike70,user11101,5
hike79,user11101,3
hike86,user11102,4
hike10,user11103,5
hike102,user11103,4
hike629,user11103,5
hike642,user11104,4
hike5,user11105,4
hike138,user11106,2
hike24,user11106,5
hike508,user11106,3
hike140,user11107,5
hike1191,user11108,4
hike544,user11108,3
hike236,user11109,5
hike264,user1111,5
hike207,user11110,4
hike337,user11110,5
hike404,user11110,5
hike115,user11111,4
hike3,user11111,5
hike39,user11111,4
hike111,user11112,5
hike379,user11112,4
hike412,user11112,5
hike435,user11112,4
hike589,user11112,5
hike61,user11112,5
hike81,user11112,4
hike12,user11113,5
hike141,user11113,4
hike36,user11113,5
hike14,user11114,5
hike338,user11115,4
hike52,user11115,4
hike226,user11116,4
hike645,user11116,3
hike134,user11117,4
hike300,user11117,5
hike34,user11117,5
hike125,user11118,4
hike608,user11118,4
hike34,user11119,5
hike61,user1112,5
hike69,user1112,5
hike190,user11120,4
hike214,user11120,4
hike61,user11120,4
hike127,user11121,3
hike119,user11122,5
hike197,user11122,4
hike778,user11123,5
hike773,user11124,4
hike55,user11125,5
hike8,user11126,5
hike22,user11127,3
hike355,user11128,4
hike586,user11128,4
hike669,user11128,4
hike121,user11129,1
hike169,user1113,4
hike153,user11130,5
hike160,user11131,4
hike586,user11131,4
hike658,user11131,4
hike52,user11132,5
hike138,user11133,3
hike37,user11134,5
hike4,user11135,5
hike147,user11136,5
hike35,user11136,5
hike60,user11137,4
hike0,user11138,4
hike11,user11138,5
hike32,user11138,5
hike108,user11139,4
hike172,user11139,4
hike127,user1114,4
hike31,user1114,4
hike56,user1114,5
hike237,user11140,5
hike383,user11141,4
hike40,user11142,5
hike713,user11143,4
hike376,user11144,4
hike121,user11145,4
hike74,user11145,4
hike116,user11146,5
hike122,user11146,4
hike27,user11146,5
hike5,user11146,3
hike325,user11147,4
hike60,user11148,5
hike774,user11149,5
hike165,user1115,4
hike14,user11150,4
hike22,user11150,4
hike308,user11150,5
hike359,user11150,3
hike710,user11150,3
hike675,user11151,4
hike365,user11152,5
hike15,user11153,4
hike77,user11153,5
hike12,user11154,3
hike355,user11155,4
hike134,user11156,5
hike221,user11156,3
hike464,user11156,5
hike51,user11156,5
hike527,user11156,5
hike49,user11157,4
hike333,user11158,5
hike293,user11159,4
hike44,user11159,4
hike479,user11159,5
hike711,user11159,5
hike104,user1116,5
hike188,user11160,5
hike11,user11161,3
hike160,user11162,4
hike219,user11163,4
hike408,user11163,5
hike73,user11164,4
hike812,user11164,4
hike12,user11165,5
hike117,user11166,4
hike190,user11166,3
hike2,user11166,3
hike334,user11166,5
hike432,user11166,4
hike932,user11166,5
hike11,user11167,5
hike162,user11167,5
hike267,user11168,5
hike362,user11168,5
hike105,user11169,3
hike23,user1117,5
hike7,user11170,5
hike846,user11171,5
hike165,user11172,5
hike222,user11173,5
hike83,user11174,5
hike277,user11175,5
hike16,user11176,4
hike673,user11177,3
hike709,user11177,5
hike10,user11178,5
hike21,user11178,4
hike64,user11178,3
hike0,user11179,3
hike11,user11179,5
hike122,user11179,4
hike141,user11179,5
hike21,user11179,5
hike33,user11179,5
hike43,user11179,3
hike438,user11179,4
hike46,user11179,4
hike48,user11179,5
hike63,user11179,1
hike653,user11179,1
hike32,user1118,5
hike51,user1118,5
hike21,user11180,4
hike6,user11180,4
hike690,user11180,5
hike21,user11181,4
hike178,user11182,5
hike320,user11183,4
hike783,user11184,4
hike746,user11185,4
hike1,user11186,5
hike250,user11186,5
hike42,user11186,5
hike24,user11187,5
hike264,user11187,4
hike127,user11188,5
hike1188,user11189,4
hike390,user11189,5
hike476,user11189,5
hike496,user11189,5
hike854,user11189,3
hike16,user1119,4
hike570,user11190,4
hike61,user11191,4
hike5,user11192,4
hike60,user11192,5
hike226,user11193,4
hike46,user11194,5
hike1,user11195,4
hike183,user11196,4
hike191,user11197,5
hike21,user11198,5
hike215,user11198,5
hike4,user11199,3
hike451,user112,5
hike10,user1120,4
hike153,user1120,4
hike159,user1120,3
hike44,user1120,4
hike74,user1120,4
hike50,user11200,3
hike1175,user11201,3
hike3,user11201,5
hike532,user11202,5
hike261,user11203,5
hike149,user11204,5
hike15,user11204,4
hike174,user11204,4
hike21,user11204,4
hike4,user11204,5
hike441,user11204,4
hike49,user11204,5
hike18,user11205,4
hike30,user11205,4
hike345,user11205,2
hike233,user11206,4
hike39,user11207,5
hike479,user11208,5
hike52,user11209,4
hike24,user1121,4
hike31,user1121,5
hike512,user11210,5
hike58,user11210,5
hike11,user11211,4
hike43,user11211,5
hike26,user11212,2
hike255,user11213,4
hike0,user11214,4
hike243,user11215,5
hike4,user11215,4
hike682,user11215,4
hike262,user11216,5
hike1,user11217,4
hike30,user11217,4
hike39,user11217,3
hike50,user11217,3
hike63,user11217,3
hike7,user11217,4
hike73,user11217,3
hike16,user11218,5
hike285,user11219,4
hike369,user1122,4
hike154,user11220,5
hike4,user11221,4
hike57,user11221,5
hike70,user11221,5
hike142,user11222,4
hike36,user11223,5
hike107,user11224,4
hike121,user11225,4
hike95,user11225,4
hike9,user11226,4
hike32,user11227,5
hike80,user11228,4
hike106,user11229,4
hike31,user11229,5
hike87,user11229,3
hike9,user11229,5
hike0,user1123,5
hike140,user1123,5
hike221,user1123,5
hike226,user1123,5
hike294,user1123,5
hike98,user11230,5
hike18,user11231,1
hike1,user11232,5
hike996,user11233,5
hike7,user11234,4
hike170,user11235,2
hike51,user11235,5
hike325,user11236,5
hike143,user11237,5
hike288,user11237,4
hike25,user11238,3
hike6,user11239,4
hike8,user1124,4
hike174,user11240,5
hike77,user11240,5
hike164,user11241,5
hike190,user11241,5
hike274,user11241,5
hike41,user11241,5
hike490,user11241,5
hike441,user11242,4
hike31,user11243,3
hike12,user11244,5
hike2,user11244,5
hike28,user11244,5
hike46,user11244,5
hike27,user11245,5
hike277,user11245,4
hike296,user11245,5
hike311,user11245,5
hike3,user11246,5
hike520,user11247,2
hike184,user11248,5
hike30,user11248,4
hike4,user11248,5
hike243,user11249,4
hike39,user1125,4
hike121,user11250,4
hike14,user11250,5
hike294,user11250,4
hike95,user11250,4
hike374,user11251,5
hike412,user11251,4
hike435,user11251,4
hike83,user11252,5
hike9,user11252,5
hike168,user11253,5
hike24,user11254,5
hike267,user11254,5
hike247,user11255,5
hike2,user11256,4
hike19,user11257,5
hike11,user11258,5
hike17,user11259,5
hike137,user1126,4
hike174,user1126,5
hike533,user11260,5
hike124,user11261,4
hike294,user11261,3
hike44,user11261,4
hike707,user11261,4
hike6,user11262,4
hike806,user11263,5
hike866,user11264,5
hike112,user11265,5
hike128,user11266,5
hike234,user11266,4
hike3,user11266,5
hike174,user11267,5
hike20,user11268,5
hike10,user11269,3
hike102,user11269,5
hike202,user11269,4
hike257,user11269,5
hike357,user11269,4
hike40,user11269,5
hike44,user11269,4
hike542,user11269,4
hike71,user11269,5
hike148,user1127,4
hike233,user1127,3
hike271,user1127,4
hike52,user1127,3
hike325,user11270,1
hike343,user11270,5
hike511,user11270,1
hike22,user11271,4
hike3,user11272,5
hike223,user11273,5
hike125,user11274,3
hike81,user11274,4
hike105,user11275,4
hike107,user11275,4
hike226,user11275,4
hike294,user11275,4
hike35,user11275,3
hike4,user11275,4
hike424,user11275,3
hike12,user11276,4
hike1236,user11276,4
hike128,user11276,4
hike143,user11276,5
hike319,user11276,4
hike381,user11276,3
hike423,user11276,5
hike460,user11276,4
hike463,user11276,4
hike83,user11277,5
hike28,user11278,4
hike492,user11279,4
hike797,user11279,5
hike117,user1128,4
hike182,user1128,4
hike260,user11280,5
hike595,user11280,5
hike45,user11281,3
hike52,user11282,4
hike697,user11282,5
hike472,user11283,3
hike669,user11283,5
hike85,user11283,5
hike96,user11284,4
hike237,user11285,5
hike940,user11285,4
hike106,user11286,4
hike14,user11286,4
hike140,user11286,5
hike147,user11286,3
hike20,user11286,5
hike21,user11286,5
hike22,user11286,4
hike294,user11286,5
hike35,user11286,5
hike513,user11286,4
hike85,user11286,4
hike9,user11286,5
hike1325,user11287,5
hike31,user11288,4
hike2,user11289,5
hike853,user1129,5
hike1034,user11290,5
hike163,user11291,4
hike456,user11291,4
hike551,user11291,3
hike1,user11292,4
hike247,user11292,5
hike12,user11293,5
hike51,user11294,5
hike90,user11295,5
hike10,user11296,5
hike17,user11296,5
hike183,user11296,3
hike44,user11296,5
hike539,user11296,5
hike74,user11296,5
hike75,user11296,4
hike360,user11297,4
hike0,user11298,3
hike114,user11298,5
hike12,user11298,5
hike18,user11298,4
hike2,user11298,4
hike21,user11298,4
hike24,user11298,5
hike248,user11298,5
hike298,user11298,5
hike31,user11298,5
hike32,user11298,5
hike373,user11298,3
hike38,user11298,3
hike46,user11298,5
hike508,user11298,5
hike51,user11298,5
hike516,user11298,5
hike52,user11298,3
hike535,user11298,4
hike56,user11298,4
hike642,user11298,3
hike67,user11298,3
hike89,user11298,5
hike8,user11299,5
hike137,user113,4
hike337,user113,4
hike14,user1130,3
hike53,user1130,3
hike110,user11300,4
hike10,user11301,5
hike142,user11301,4
hike8,user11301,4
hike94,user11301,5
hike62,user11302,5
hike94,user11302,5
hike346,user11303,5
hike173,user11304,5
hike190,user11304,4
hike220,user11304,5
hike826,user11304,4
hike31,user11305,5
hike0,user11306,4
hike1,user11306,5
hike260,user11306,5
hike385,user11307,5
hike136,user11308,5
hike40,user11309,5
hike18,user1131,4
hike25,user1131,4
hike6,user1131,4
hike64,user1131,3
hike688,user11310,3
hike708,user11310,5
hike296,user11311,4
hike37,user11311,5
hike70,user11311,4
hike128,user11312,4
hike10,user11313,5
hike102,user11313,4
hike17,user11313,3
hike3,user11313,5
hike44,user11313,2
hike448,user11314,4
hike1060,user11315,5
hike157,user11315,4
hike9,user11316,4
hike1,user11317,4
hike1098,user11318,4
hike1293,user11319,4
hike765,user1132,5
hike118,user11320,4
hike142,user11321,5
hike15,user11322,5
hike17,user11323,4
hike183,user11324,5
hike23,user11324,4
hike496,user11325,3
hike584,user11325,4
hike4,user11326,5
hike46,user11326,5
hike7,user11326,4
hike5,user11327,5
hike118,user11328,4
hike20,user11328,5
hike31,user11328,4
hike35,user11328,5
hike74,user11329,4
hike10,user1133,4
hike130,user1133,4
hike11,user11330,4
hike627,user11331,4
hike503,user11332,4
hike797,user11332,4
hike224,user11333,3
hike178,user11334,4
hike26,user11334,4
hike18,user11335,4
hike247,user11335,5
hike45,user11336,5
hike31,user11337,4
hike1,user11338,5
hike136,user11338,4
hike39,user11338,4
hike2,user11339,4
hike3,user1134,4
hike11,user11340,5
hike46,user11340,5
hike341,user11341,4
hike18,user11342,5
hike371,user11342,5
hike48,user11342,5
hike712,user11342,5
hike83,user11342,5
hike87,user11342,5
hike9,user11342,5
hike92,user11342,5
hike98,user11342,5
hike29,user11343,4
hike69,user11343,5
hike841,user11343,3
hike30,user11344,3
hike37,user11345,5
hike141,user11346,5
hike38,user11347,5
hike680,user11347,4
hike21,user11348,5
hike1,user11349,5
hike13,user11349,5
hike369,user1135,5
hike715,user11350,4
hike98,user11350,4
hike1203,user11351,4
hike585,user11351,3
hike644,user11351,4
hike473,user11352,4
hike157,user11353,5
hike5,user11353,5
hike1380,user11354,4
hike1032,user11355,4
hike584,user11356,5
hike190,user11357,4
hike63,user11357,3
hike71,user11358,4
hike0,user11359,4
hike437,user1136,4
hike36,user11360,5
hike595,user11360,3
hike1,user11361,5
hike37,user11361,5
hike32,user11362,4
hike91,user11362,3
hike27,user11363,5
hike30,user11363,2
hike35,user11363,3
hike616,user11363,3
hike38,user11364,5
hike19,user11365,4
hike17,user11366,5
hike237,user11367,4
hike854,user11368,1
hike2,user11369,4
hike6,user1137,4
hike260,user11370,5
hike19,user11371,4
hike196,user11371,4
hike214,user11371,3
hike290,user11371,5
hike39,user11371,4
hike6,user11371,5
hike98,user11371,5
hike17,user11372,4
hike24,user11373,5
hike492,user11374,4
hike77,user11374,5
hike132,user11375,1
hike627,user11375,1
hike123,user11376,4
hike153,user11376,4
hike159,user11376,4
hike183,user11376,3
hike197,user11376,4
hike241,user11376,4
hike3,user11376,5
hike312,user11376,4
hike458,user11376,4
hike74,user11376,4
hike108,user11377,4
hike0,user11378,4
hike12,user11378,5
hike120,user11378,4
hike134,user11378,5
hike165,user11378,4
hike2,user11378,5
hike20,user11378,4
hike234,user11378,4
hike32,user11378,5
hike36,user11378,3
hike46,user11378,5
hike47,user11378,4
hike51,user11378,5
hike89,user11378,5
hike952,user11378,1
hike0,user11379,3
hike98,user1138,5
hike15,user11380,5
hike42,user11381,5
hike527,user11382,5
hike47,user11383,3
hike11,user11384,5
hike262,user11384,5
hike279,user11385,1
hike1273,user11386,4
hike623,user11386,4
hike806,user11386,4
hike11,user11387,5
hike15,user11387,5
hike190,user11387,4
hike6,user11387,3
hike68,user11387,5
hike809,user11387,5
hike81,user11387,4
hike67,user11388,5
hike25,user11389,4
hike318,user1139,4
hike99,user11390,4
hike17,user11391,4
hike142,user11392,4
hike3,user11392,4
hike73,user11392,4
hike10,user11393,3
hike17,user11393,4
hike395,user11393,1
hike44,user11393,5
hike127,user11394,4
hike11,user11395,5
hike2,user11396,5
hike43,user11396,4
hike125,user11397,4
hike36,user11398,4
hike100,user11399,5
hike43,user11399,4
hike74,user11399,4
hike5,user114,5
hike4,user1140,5
hike648,user1140,3
hike24,user11400,4
hike831,user11401,1
hike5,user11402,5
hike99,user11403,5
hike347,user11404,5
hike364,user11404,5
hike468,user11404,5
hike579,user11404,5
hike76,user11404,5
hike196,user11405,5
hike14,user11406,4
hike534,user11407,1
hike3,user11408,5
hike348,user11408,4
hike1071,user11409,5
hike1276,user11409,1
hike1360,user11409,5
hike364,user11409,4
hike408,user11409,5
hike468,user11409,4
hike505,user11409,1
hike524,user11409,5
hike579,user11409,3
hike646,user11409,5
hike670,user11409,3
hike725,user11409,5
hike107,user1141,4
hike220,user11410,4
hike168,user11411,5
hike729,user11411,5
hike395,user11412,5
hike160,user11413,5
hike190,user11413,4
hike15,user11414,5
hike61,user11415,4
hike69,user11415,4
hike19,user11416,4
hike824,user11417,3
hike185,user11418,5
hike760,user11418,4
hike181,user11419,5
hike23,user1142,5
hike1,user11420,4
hike506,user11421,5
hike1,user11422,5
hike39,user11422,4
hike7,user11422,3
hike84,user11422,4
hike83,user11423,5
hike1142,user11424,4
hike37,user11425,5
hike1,user11426,5
hike15,user11426,5
hike46,user11426,4
hike63,user11426,4
hike67,user11426,5
hike83,user11426,5
hike19,user11427,3
hike190,user11427,4
hike6,user11427,3
hike71,user11427,3
hike1191,user11428,4
hike173,user11429,5
hike13,user1143,5
hike23,user1143,5
hike63,user1143,5
hike7,user1143,5
hike433,user11430,4
hike386,user11431,1
hike210,user11432,3
hike413,user11433,5
hike73,user11434,5
hike0,user11435,3
hike415,user11436,1
hike171,user11437,4
hike58,user11438,5
hike42,user11439,3
hike491,user1144,5
hike1153,user11440,4
hike238,user11440,5
hike44,user11441,5
hike123,user11442,5
hike17,user11442,5
hike3,user11442,5
hike11,user11443,5
hike0,user11444,3
hike1087,user11444,3
hike162,user11444,3
hike43,user11444,4
hike61,user11444,2
hike98,user11444,4
hike104,user11445,5
hike1275,user11445,5
hike1297,user11445,4
hike1311,user11445,5
hike1369,user11445,4
hike73,user11446,5
hike40,user11447,5
hike96,user11447,5
hike78,user11448,4
hike135,user11449,2
hike18,user11449,4
hike6,user11449,4
hike81,user1145,1
hike1,user11450,5
hike11,user11450,5
hike25,user11450,5
hike64,user11450,5
hike88,user11450,3
hike9,user11450,5
hike395,user11451,4
hike15,user11452,4
hike207,user11452,4
hike267,user11453,5
hike338,user11454,4
hike8,user11455,5
hike162,user11456,5
hike1012,user11457,5
hike1347,user11457,4
hike154,user11457,4
hike29,user11457,4
hike72,user11457,3
hike765,user11457,5
hike358,user11458,3
hike1,user11459,5
hike115,user1146,4
hike3,user1146,5
hike1215,user11460,4
hike961,user11460,4
hike479,user11461,5
hike325,user11462,4
hike186,user11463,4
hike807,user11463,4
hike55,user11464,5
hike336,user11465,4
hike881,user11466,4
hike7,user11467,3
hike4,user11468,5
hike322,user11469,5
hike61,user1147,4
hike578,user11470,3
hike17,user11471,5
hike19,user11472,5
hike129,user11473,4
hike258,user11473,5
hike387,user11473,5
hike71,user11474,4
hike1351,user11475,2
hike590,user11475,5
hike383,user11476,3
hike115,user11477,4
hike1112,user11478,5
hike48,user11479,5
hike36,user1148,5
hike0,user11480,3
hike15,user11480,5
hike240,user11480,5
hike47,user11480,5
hike8,user11480,5
hike303,user11481,5
hike215,user11482,4
hike27,user11482,5
hike37,user11482,5
hike493,user11482,4
hike50,user11482,5
hike18,user11483,5
hike6,user11483,4
hike24,user11484,5
hike34,user11484,5
hike121,user11485,5
hike197,user11485,4
hike756,user11486,4
hike52,user11487,3
hike130,user11488,3
hike250,user11488,4
hike279,user11488,4
hike288,user11488,4
hike32,user11489,5
hike108,user1149,4
hike77,user11490,5
hike110,user11491,4
hike67,user11491,4
hike7,user11491,4
hike1,user11492,4
hike132,user11492,4
hike14,user11492,4
hike144,user11492,3
hike20,user11492,3
hike28,user11492,5
hike308,user11492,4
hike316,user11492,3
hike342,user11492,4
hike37,user11492,4
hike442,user11492,4
hike60,user11492,4
hike710,user11492,3
hike754,user11492,3
hike758,user11492,3
hike770,user11492,4
hike78,user11492,4
hike79,user11492,3
hike879,user11492,5
hike121,user11493,4
hike271,user11494,5
hike596,user11494,4
hike52,user11495,4
hike65,user11496,4
hike110,user11497,4
hike126,user11498,5
hike7,user11498,5
hike167,user11499,4
hike89,user11499,4
hike302,user115,4
hike173,user1150,3
hike259,user1150,4
hike300,user1150,3
hike837,user1150,4
hike16,user11500,5
hike22,user11501,4
hike1265,user11502,3
hike5,user11502,5
hike76,user11502,5
hike840,user11502,5
hike77,user11503,3
hike29,user11504,4
hike284,user11505,3
hike50,user11505,5
hike75,user11505,4
hike331,user11506,5
hike514,user11506,5
hike682,user11506,5
hike17,user11507,5
hike0,user11508,4
hike21,user11508,5
hike133,user11509,4
hike149,user11509,4
hike276,user11509,4
hike350,user11509,5
hike67,user11509,4
hike76,user1151,5
hike13,user11510,4
hike187,user11510,5
hike321,user11510,5
hike338,user11510,4
hike7,user11510,5
hike79,user11510,3
hike122,user11511,4
hike19,user11511,4
hike244,user11511,2
hike275,user11511,2
hike309,user11511,5
hike417,user11511,5
hike5,user11511,3
hike67,user11511,3
hike78,user11511,3
hike87,user11511,4
hike83,user11512,4
hike33,user11513,5
hike238,user11514,3
hike110,user11515,5
hike5,user11515,5
hike183,user11516,4
hike286,user11517,5
hike311,user11517,5
hike43,user11518,4
hike639,user11518,2
hike363,user11519,4
hike0,user1152,3
hike5,user1152,4
hike346,user11520,4
hike26,user11521,4
hike102,user11522,3
hike237,user11522,4
hike40,user11522,4
hike2,user11523,4
hike283,user11524,5
hike278,user11525,3
hike749,user11525,4
hike3,user11526,5
hike8,user11527,5
hike242,user11528,5
hike313,user11529,5
hike726,user11529,5
hike5,user1153,5
hike267,user11530,5
hike97,user11530,5
hike1444,user11531,3
hike815,user11531,4
hike922,user11531,4
hike137,user11532,4
hike150,user11533,5
hike599,user11533,5
hike65,user11533,5
hike15,user11534,5
hike38,user11534,4
hike39,user11534,4
hike6,user11534,5
hike139,user11535,5
hike25,user11535,4
hike1095,user11536,5
hike11,user11537,5
hike290,user11538,3
hike72,user11538,4
hike22,user11539,3
hike626,user11539,3
hike115,user1154,3
hike18,user11540,5
hike55,user11541,5
hike106,user11542,3
hike306,user11542,4
hike4,user11542,5
hike70,user11542,4
hike95,user11542,4
hike325,user11543,4
hike716,user11543,5
hike927,user11544,4
hike1070,user11545,4
hike123,user11545,4
hike75,user11545,4
hike1013,user11546,3
hike560,user11546,4
hike732,user11546,4
hike52,user11547,4
hike24,user11548,5
hike79,user11549,5
hike852,user1155,5
hike1,user11550,3
hike13,user11550,3
hike148,user11551,2
hike208,user11552,4
hike213,user11552,5
hike34,user11552,4
hike55,user11553,5
hike146,user11554,3
hike198,user11554,3
hike0,user11555,4
hike119,user11555,4
hike12,user11555,5
hike308,user11555,5
hike36,user11555,4
hike38,user11555,4
hike929,user11555,4
hike21,user11556,5
hike34,user11556,4
hike47,user11556,5
hike213,user11557,5
hike231,user11557,5
hike40,user11557,4
hike44,user11557,5
hike1300,user11558,3
hike1365,user11558,4
hike183,user11559,3
hike20,user1156,5
hike522,user11560,4
hike1013,user11561,5
hike11,user11562,5
hike214,user11562,4
hike393,user11562,4
hike432,user11562,5
hike480,user11562,4
hike104,user11563,4
hike11,user11563,5
hike143,user11563,5
hike15,user11563,5
hike152,user11563,5
hike250,user11563,5
hike279,user11563,5
hike425,user11563,5
hike301,user11564,4
hike21,user11565,5
hike373,user11565,3
hike38,user11566,4
hike196,user11567,3
hike1,user11568,4
hike55,user11569,5
hike18,user1157,4
hike7,user1157,5
hike824,user11570,4
hike18,user11571,4
hike181,user11572,5
hike71,user11573,4
hike58,user11574,5
hike192,user11575,4
hike34,user11575,5
hike215,user11576,4
hike106,user11577,4
hike145,user11577,5
hike35,user11577,5
hike8,user11577,5
hike82,user11577,5
hike425,user11578,4
hike684,user11578,4
hike236,user11579,5
hike105,user1158,5
hike14,user1158,4
hike30,user1158,4
hike4,user1158,5
hike616,user1158,4
hike766,user11580,4
hike897,user11581,4
hike2,user11582,5
hike230,user11583,5
hike252,user11583,4
hike481,user11583,4
hike591,user11583,5
hike629,user11583,5
hike892,user11583,4
hike98,user11583,3
hike0,user11584,4
hike1107,user11584,3
hike28,user11584,3
hike355,user11585,3
hike4,user11585,4
hike1186,user11586,5
hike348,user11587,3
hike7,user11588,5
hike17,user11589,5
hike479,user11589,5
hike23,user1159,4
hike11,user11590,5
hike177,user11591,4
hike4,user11592,4
hike16,user11593,5
hike5,user11594,5
hike107,user11595,4
hike1072,user11596,5
hike195,user11596,2
hike269,user11596,5
hike323,user11596,4
hike37,user11596,1
hike388,user11596,5
hike6,user11596,4
hike3,user11597,5
hike957,user11597,4
hike1429,user11598,4
hike137,user11599,5
hike24,user116,5
hike0,user1160,4
hike6,user1160,5
hike11,user11600,5
hike672,user11600,5
hike692,user11600,5
hike402,user11601,4
hike128,user11602,4
hike225,user11602,5
hike381,user11602,4
hike869,user11603,3
hike438,user11604,5
hike59,user11605,3
hike69,user11605,4
hike7,user11605,4
hike12,user11606,4
hike34,user11606,4
hike24,user11607,5
hike68,user11607,4
hike84,user11608,4
hike20,user11609,4
hike53,user11609,4
hike95,user11609,4
hike1,user1161,4
hike34,user11610,5
hike1,user11611,3
hike29,user11611,4
hike72,user11611,3
hike184,user11612,5
hike85,user11612,4
hike1096,user11613,4
hike21,user11614,4
hike15,user11615,5
hike150,user11616,5
hike446,user11616,4
hike221,user11617,4
hike230,user11618,4
hike156,user11619,4
hike38,user11619,3
hike72,user11619,3
hike1,user1162,4
hike31,user1162,5
hike39,user11620,4
hike402,user11621,4
hike303,user11622,5
hike580,user11622,4
hike848,user11622,3
hike92,user11622,3
hike219,user11623,1
hike34,user11624,5
hike1323,user11625,5
hike412,user11625,4
hike426,user11625,5
hike473,user11625,5
hike502,user11625,5
hike993,user11625,4
hike773,user11626,4
hike15,user11627,4
hike256,user11628,5
hike61,user11628,4
hike740,user11629,5
hike105,user1163,5
hike1344,user1163,5
hike138,user1163,4
hike14,user1163,4
hike147,user1163,3
hike174,user1163,5
hike184,user1163,4
hike226,user1163,4
hike233,user1163,5
hike243,user1163,4
hike248,user1163,3
hike27,user1163,5
hike30,user1163,4
hike306,user1163,5
hike338,user1163,4
hike345,user1163,3
hike35,user1163,4
hike4,user1163,5
hike507,user1163,4
hike57,user1163,5
hike70,user1163,5
hike739,user1163,5
hike79,user1163,3
hike843,user1163,4
hike86,user1163,4
hike883,user1163,4
hike95,user1163,4
hike14,user11630,4
hike163,user11631,5
hike1124,user11632,4
hike540,user11633,5
hike24,user11634,4
hike103,user11635,4
hike189,user11635,5
hike0,user11636,4
hike138,user11637,5
hike9,user11638,5
hike45,user11639,5
hike570,user11639,5
hike589,user1164,1
hike5,user11640,4
hike11,user11641,5
hike302,user11641,4
hike60,user11642,5
hike124,user11643,4
hike418,user11643,5
hike843,user11643,3
hike47,user11644,5
hike0,user11645,5
hike16,user11645,5
hike41,user11645,4
hike6,user11645,4
hike9,user11645,4
hike19,user11646,5
hike34,user11647,5
hike473,user11648,1
hike455,user11649,5
hike320,user1165,5
hike390,user11650,5
hike150,user11651,5
hike8,user11652,4
hike33,user11653,4
hike45,user11653,4
hike60,user11653,5
hike62,user11653,4
hike524,user11654,4
hike0,user11655,4
hike163,user11655,5
hike19,user11655,4
hike221,user11655,3
hike285,user11655,3
hike6,user11655,4
hike616,user11655,4
hike86,user11655,4
hike1,user11656,5
hike64,user11657,4
hike95,user11658,5
hike105,user11659,5
hike4,user11659,5
hike280,user1166,4
hike411,user11660,3
hike416,user11660,4
hike1,user11661,5
hike3,user11662,5
hike1,user11663,5
hike39,user11664,4
hike10,user11665,5
hike115,user11665,4
hike202,user11665,5
hike71,user11665,4
hike90,user11665,5
hike1188,user11666,4
hike362,user11667,5
hike8,user11668,5
hike328,user11669,4
hike125,user1167,5
hike503,user11670,5
hike100,user11671,4
hike11,user11671,5
hike115,user11671,5
hike127,user11671,5
hike150,user11671,4
hike44,user11671,5
hike75,user11671,4
hike730,user11672,5
hike155,user11673,5
hike291,user11673,4
hike317,user11674,4
hike6,user11674,4
hike831,user11675,2
hike229,user11676,4
hike63,user11677,3
hike7,user11677,4
hike218,user11678,5
hike1144,user11679,3
hike209,user1168,4
hike0,user11680,5
hike451,user11681,4
hike36,user11682,4
hike45,user11682,5
hike5,user11682,4
hike107,user11683,4
hike84,user11683,4
hike150,user11684,5
hike33,user11684,1
hike358,user11684,2
hike562,user11684,3
hike94,user11684,5
hike164,user11685,5
hike26,user11685,4
hike373,user11685,4
hike432,user11685,5
hike671,user11685,5
hike86,user11685,4
hike922,user11685,3
hike44,user11686,4
hike65,user11686,3
hike52,user11687,4
hike64,user11687,4
hike348,user11688,4
hike52,user11689,4
hike59,user1169,3
hike67,user1169,5
hike263,user11690,5
hike267,user11690,4
hike52,user11690,4
hike97,user11690,4
hike534,user11691,3
