hike_id,variable,value
hike104,user1987,4
hike75,user1988,5
hike2,user1989,5
hike117,user199,5
hike133,user199,5
hike151,user199,5
hike192,user199,5
hike292,user1990,4
hike118,user1991,5
hike45,user1991,5
hike156,user1992,5
hike11,user1993,4
hike1,user1994,4
hike13,user1994,4
hike175,user1995,4
hike32,user1995,5
hike46,user1995,5
hike6,user1995,4
hike8,user1995,3
hike7,user1996,5
hike130,user1997,4
hike71,user1998,4
hike42,user1999,4
hike18,user2,4
hike178,user20,5
hike283,user200,5
hike7,user2000,4
hike98,user2001,4
hike2,user2002,5
hike212,user2002,3
hike112,user2003,4
hike124,user2004,5
hike3,user2004,5
hike11,user2005,5
hike2,user2005,5
hike38,user2005,5
hike3,user2006,5
hike328,user2007,3
hike33,user2007,5
hike352,user2007,5
hike40,user2007,5
hike1,user2008,4
hike12,user2008,5
hike21,user2009,5
hike50,user201,5
hike159,user2010,3
hike197,user2010,4
hike252,user2010,4
hike287,user2010,4
hike65,user2010,4
hike68,user2010,4
hike39,user2011,5
hike98,user2011,4
hike220,user2012,5
hike10,user2013,3
hike20,user2014,4
hike442,user2014,5
hike4,user2015,4
hike171,user2016,5
hike48,user2017,5
hike237,user2018,5
hike60,user2019,4
hike0,user202,4
hike6,user202,4
hike10,user2020,1
hike7,user2021,5
hike216,user2022,5
hike19,user2023,4
hike27,user2024,5
hike49,user2025,4
hike236,user2026,3
hike355,user2027,5
hike55,user2028,5
hike15,user2029,4
hike238,user203,4
hike108,user2030,3
hike111,user2030,3
hike131,user2030,3
hike140,user2030,5
hike20,user2030,4
hike21,user2030,4
hike24,user2030,5
hike30,user2030,4
hike303,user2030,3
hike304,user2030,3
hike33,user2030,3
hike34,user2030,5
hike348,user2030,3
hike38,user2030,4
hike443,user2030,3
hike48,user2030,4
hike49,user2030,5
hike68,user2030,4
hike70,user2030,5
hike390,user2031,4
hike0,user2032,4
hike50,user2033,5
hike51,user2033,5
hike22,user2034,5
hike24,user2035,4
hike300,user2035,5
hike74,user2036,5
hike85,user2037,5
hike109,user2038,4
hike13,user2038,5
hike133,user2038,5
hike18,user2038,5
hike215,user2038,4
hike25,user2038,4
hike26,user2038,5
hike284,user2038,4
hike35,user2038,4
hike6,user2038,4
hike0,user2039,3
hike124,user2039,5
hike165,user2039,5
hike220,user2039,5
hike421,user2039,5
hike17,user204,5
hike211,user204,5
hike95,user2040,4
hike13,user2041,5
hike31,user2041,5
hike376,user2042,4
hike145,user2043,5
hike184,user2043,4
hike20,user2043,4
hike4,user2043,5
hike57,user2043,5
hike17,user2044,4
hike41,user2044,4
hike66,user2044,3
hike1,user2045,5
hike157,user2045,4
hike170,user2045,4
hike2,user2046,5
hike210,user2047,4
hike27,user2048,4
hike32,user2048,5
hike129,user2049,5
hike331,user205,5
hike35,user205,5
hike39,user205,4
hike17,user2050,4
hike270,user2050,5
hike344,user2050,4
hike75,user2050,4
hike99,user2051,5
hike184,user2052,3
hike272,user2052,4
hike31,user2053,3
hike110,user2054,5
hike27,user2054,5
hike51,user2054,5
hike40,user2055,4
hike79,user2056,4
hike237,user2057,4
hike47,user2058,3
hike96,user2058,4
hike5,user2059,5
hike121,user206,4
hike221,user2060,4
hike14,user2061,4
hike145,user2061,5
hike20,user2061,5
hike245,user2061,5
hike27,user2061,5
hike30,user2061,5
hike45,user2061,4
hike57,user2061,5
hike86,user2061,5
hike11,user2062,5
hike110,user2062,5
hike19,user2062,5
hike229,user2063,3
hike151,user2064,5
hike144,user2065,3
hike22,user2065,5
hike308,user2065,5
hike60,user2065,4
hike85,user2065,5
hike162,user2066,5
hike239,user2067,5
hike0,user2068,3
hike93,user2068,4
hike0,user2069,4
hike250,user207,5
hike0,user2070,4
hike271,user2070,5
hike28,user2070,5
hike1,user2071,4
hike3,user2072,5
hike24,user2073,4
hike8,user2073,5
hike61,user2074,3
hike107,user2075,3
hike20,user2075,4
hike212,user2075,4
hike31,user2075,4
hike78,user2075,4
hike9,user2075,4
hike41,user2076,4
hike53,user2076,3
hike162,user2077,5
hike187,user2078,4
hike331,user2078,4
hike73,user2079,4
hike24,user208,5
hike402,user2080,4
hike403,user2080,4
hike28,user2081,5
hike124,user2082,4
hike170,user2082,5
hike237,user2083,4
hike1,user2084,5
hike7,user2084,5
hike2,user2085,4
hike216,user2086,4
hike44,user2087,5
hike17,user2088,5
hike3,user2088,5
hike128,user2089,4
hike5,user209,5
hike102,user2090,4
hike32,user2091,4
hike1,user2092,4
hike32,user2092,5
hike72,user2092,3
hike79,user2092,3
hike9,user2092,4
hike29,user2093,4
hike1,user2094,4
hike21,user2094,5
hike32,user2094,5
hike80,user2094,4
hike67,user2095,3
hike3,user2096,5
hike127,user2097,5
hike3,user2097,5
hike78,user2097,4
hike80,user2097,3
hike9,user2097,4
hike98,user2098,4
hike315,user2099,5
hike29,user21,4
hike359,user210,3
hike51,user2100,4
hike53,user2100,4
hike6,user2100,3
hike142,user2101,4
hike29,user2102,5
hike0,user2103,3
hike73,user2104,5
hike136,user2105,4
hike182,user2105,4
hike438,user2106,4
hike83,user2106,1
hike222,user2107,5
hike223,user2107,5
hike49,user2107,4
hike5,user2107,4
hike143,user2108,5
hike288,user2108,4
hike439,user2108,3
hike5,user2108,5
hike89,user2109,5
hike68,user211,3
hike80,user211,4
hike292,user2110,4
hike51,user2110,5
hike132,user2111,4
hike45,user2111,5
hike362,user2112,5
hike14,user2113,5
hike27,user2113,5
hike4,user2113,5
hike445,user2113,1
hike49,user2113,5
hike5,user2113,5
hike52,user2114,5
hike0,user2115,5
hike104,user2115,5
hike13,user2115,3
hike248,user2115,5
hike338,user2115,3
hike86,user2115,5
hike119,user2116,3
hike17,user2117,4
hike68,user2117,5
hike376,user2118,5
hike279,user2119,4
hike33,user212,4
hike154,user2120,5
hike39,user2121,4
hike325,user2122,4
hike390,user2122,4
hike3,user2123,4
hike40,user2124,5
hike320,user2125,3
hike81,user2126,4
hike0,user2127,3
hike3,user2128,5
hike71,user2128,4
hike75,user2128,5
hike180,user2129,5
hike79,user213,5
hike24,user2130,5
hike49,user2131,4
hike35,user2132,5
hike108,user2133,4
hike120,user2133,4
hike136,user2133,4
hike208,user2133,3
hike22,user2133,4
hike231,user2133,4
hike306,user2133,3
hike4,user2133,4
hike58,user2133,5
hike72,user2133,2
hike237,user2134,5
hike3,user2135,5
hike34,user2136,5
hike13,user2137,3
hike31,user2138,4
hike8,user2138,4
hike213,user2139,5
hike59,user2139,4
hike82,user214,4
hike105,user2140,5
hike212,user2141,5
hike55,user2142,5
hike85,user2143,5
hike2,user2144,4
hike351,user2145,3
hike29,user2146,4
hike229,user2147,5
hike388,user2148,4
hike124,user2149,3
hike62,user215,4
hike333,user2150,5
hike96,user2150,1
hike432,user2151,5
hike33,user2152,5
hike8,user2153,5
hike1,user2154,4
hike105,user2154,4
hike106,user2154,3
hike118,user2154,5
hike167,user2154,4
hike4,user2154,5
hike7,user2154,4
hike175,user2155,5
hike45,user2156,5
hike85,user2156,4
hike361,user2157,4
hike194,user2158,5
hike178,user2159,5
hike11,user216,5
hike12,user216,5
hike13,user216,4
hike139,user216,4
hike169,user216,4
hike21,user216,4
hike229,user216,4
hike29,user216,4
hike36,user216,4
hike399,user216,5
hike47,user216,4
hike48,user216,5
hike5,user216,5
hike57,user216,5
hike6,user216,4
hike70,user216,5
hike9,user216,4
hike99,user216,5
hike274,user2160,5
hike78,user2161,5
hike210,user2162,4
hike132,user2163,5
hike2,user2164,5
hike26,user2165,5
hike354,user2166,5
hike67,user2167,4
hike44,user2168,4
hike220,user2169,5
hike0,user217,5
hike279,user2170,5
hike439,user2170,5
hike57,user2171,5
hike137,user2172,4
hike21,user2172,3
hike32,user2172,5
hike74,user2173,5
hike219,user2174,4
hike243,user2174,4
hike30,user2174,4
hike35,user2174,4
hike17,user2175,5
hike384,user2176,4
hike55,user2176,5
hike420,user2177,4
hike221,user2178,1
hike57,user2179,5
hike24,user218,5
hike258,user2180,3
hike52,user2180,3
hike141,user2181,4
hike20,user2181,4
hike8,user2181,4
hike89,user2181,4
hike216,user2182,3
hike384,user2182,4
hike390,user2182,4
hike394,user2182,5
hike55,user2182,5
hike76,user2182,5
hike172,user2183,5
hike9,user2183,4
hike21,user2184,5
hike429,user2184,5
hike5,user2184,5
hike68,user2184,5
hike156,user2185,3
hike107,user2186,5
hike15,user2186,5
hike189,user2186,5
hike222,user2186,5
hike225,user2186,4
hike27,user2186,5
hike3,user2186,5
hike30,user2186,5
hike300,user2186,5
hike33,user2186,5
hike37,user2186,5
hike4,user2186,5
hike49,user2186,5
hike5,user2186,5
hike74,user2186,4
hike92,user2186,5
hike110,user2187,3
hike6,user2187,5
hike333,user2188,4
hike69,user2189,4
hike175,user219,5
hike288,user219,4
hike142,user2190,4
hike420,user2191,3
hike11,user2192,5
hike41,user2192,5
hike43,user2192,5
hike92,user2193,5
hike168,user2194,5
hike132,user2195,5
hike7,user2195,4
hike31,user2196,5
hike190,user2197,5
hike129,user2198,4
hike48,user2198,4
hike1,user2199,4
hike340,user2199,3
hike71,user2199,4
hike188,user22,3
hike61,user220,4
hike111,user2200,4
hike280,user2200,3
hike79,user2200,4
hike1,user2201,5
hike76,user2202,5
hike100,user2203,4
hike31,user2203,4
hike33,user2203,4
hike75,user2204,4
hike18,user2205,4
hike385,user2206,5
hike84,user2207,4
hike17,user2208,4
hike18,user2209,5
hike95,user2209,4
hike36,user221,4
hike37,user2210,4
hike150,user2211,5
hike183,user2211,3
hike288,user2212,5
hike2,user2213,5
hike23,user2214,5
hike355,user2215,5
hike62,user2216,5
hike7,user2217,4
hike17,user2218,4
hike12,user2219,5
hike185,user2219,4
hike5,user2219,5
hike3,user222,5
hike27,user2220,5
hike103,user2221,5
hike108,user2221,4
hike11,user2221,5
hike14,user2221,4
hike151,user2221,4
hike158,user2221,4
hike185,user2221,5
hike194,user2221,5
hike214,user2221,2
hike350,user2221,3
hike365,user2221,4
hike39,user2221,3
hike4,user2221,4
hike43,user2221,5
hike67,user2221,4
hike72,user2221,4
hike79,user2221,5
hike80,user2221,4
hike55,user2222,5
hike366,user2223,5
hike112,user2224,3
hike242,user2224,4
hike41,user2224,4
hike66,user2224,4
hike7,user2224,4
hike35,user2225,4
hike29,user2226,4
hike157,user2227,3
hike162,user2228,3
hike305,user2228,4
hike61,user2228,4
hike348,user2229,4
hike2,user223,4
hike59,user2230,4
hike7,user2230,5
hike5,user2231,5
hike74,user2232,3
hike82,user2233,5
hike1,user2234,4
hike24,user2235,5
hike3,user2236,5
hike5,user2236,5
hike259,user2237,4
hike10,user2238,5
hike3,user2238,3
hike38,user2239,5
hike79,user224,4
hike5,user2240,5
hike193,user2241,5
hike343,user2241,5
hike10,user2242,5
hike221,user2243,4
hike170,user2244,1
hike122,user2245,4
hike404,user2245,5
hike319,user2246,4
hike423,user2246,4
hike1,user2247,4
hike13,user2247,4
hike10,user2248,4
hike127,user2248,4
hike142,user2248,4
hike16,user2248,4
hike241,user2248,4
hike293,user2248,3
hike33,user2248,4
hike344,user2248,2
hike358,user2248,3
hike40,user2248,4
hike411,user2248,3
hike43,user2248,3
hike44,user2248,4
hike56,user2248,4
hike65,user2248,3
hike71,user2248,3
hike74,user2248,4
hike94,user2248,5
hike43,user2249,5
hike80,user2249,4
hike5,user225,4
hike137,user2250,4
hike95,user2251,4
hike0,user2252,4
hike10,user2253,5
hike186,user2254,3
hike15,user2255,4
hike299,user2256,3
hike237,user2257,5
hike439,user2257,5
hike185,user2258,5
hike52,user2258,4
hike10,user2259,4
hike252,user2259,4
hike19,user226,4
hike38,user2260,4
hike61,user2260,5
hike289,user2261,4
hike85,user2262,4
hike183,user2263,1
hike24,user2264,4
hike441,user2265,5
hike308,user2266,4
hike231,user2267,4
hike14,user2268,3
hike16,user2268,5
hike17,user2268,4
hike12,user2269,5
hike299,user227,5
hike106,user2270,5
hike2,user2271,5
hike238,user2272,5
hike18,user2273,5
hike321,user2273,4
hike389,user2274,5
hike302,user2275,4
hike18,user2276,4
hike36,user2277,4
hike39,user2278,4
hike57,user2279,5
hike372,user228,4
hike398,user2280,4
hike157,user2281,3
hike0,user2282,5
hike126,user2283,4
hike27,user2284,5
hike82,user2285,5
hike284,user2286,4
hike6,user2286,3
hike290,user2287,4
hike158,user2288,4
hike190,user2288,4
hike9,user2288,5
hike8,user2289,5
hike121,user229,4
hike150,user2290,4
hike40,user2290,5
hike86,user2290,4
hike189,user2291,4
hike222,user2291,4
hike5,user2291,4
hike150,user2292,4
hike16,user2292,3
hike199,user2292,4
hike335,user2292,5
hike37,user2292,5
hike59,user2292,4
hike9,user2292,4
hike22,user2293,4
hike73,user2294,5
hike1,user2295,5
hike188,user2296,5
hike148,user2297,4
hike2,user2297,5
hike434,user2297,5
hike173,user2298,4
hike405,user2299,3
hike9,user23,4
hike9,user230,4
hike279,user2300,4
hike35,user2301,5
hike353,user2302,5
hike83,user2302,5
hike167,user2303,5
hike405,user2304,4
hike10,user2305,3
hike162,user2305,4
hike237,user2305,5
hike248,user2305,5
hike298,user2305,5
hike369,user2305,4
hike44,user2305,4
hike132,user2306,4
hike8,user2307,4
hike189,user2308,5
hike10,user2309,5
hike102,user231,4
hike0,user2310,4
hike46,user2310,5
hike69,user2310,4
hike0,user2311,3
hike68,user2312,5
hike43,user2313,4
hike2,user2314,5
hike381,user2315,4
hike118,user2316,4
hike268,user2316,5
hike300,user2316,5
hike316,user2316,5
hike353,user2316,4
hike420,user2316,5
hike58,user2316,3
hike6,user2316,4
hike87,user2316,3
hike88,user2316,4
hike9,user2316,3
hike86,user2317,5
hike18,user2318,4
hike15,user2319,4
hike184,user2319,3
hike222,user2319,5
hike248,user2319,3
hike279,user2319,2
hike297,user2319,4
hike336,user2319,4
hike341,user2319,4
hike49,user2319,5
hike5,user2319,3
hike9,user2319,4
hike122,user232,2
hike253,user232,5
hike284,user232,5
hike45,user232,5
hike78,user232,4
hike9,user232,2
hike52,user2320,4
hike17,user2321,4
hike1,user2322,4
hike23,user2322,5
hike59,user2322,4
hike7,user2322,4
hike4,user2323,5
hike118,user2324,5
hike180,user2324,5
hike249,user2324,5
hike442,user2324,5
hike10,user2325,4
hike82,user2326,4
hike83,user2326,4
hike125,user2327,5
hike14,user2327,5
hike96,user2327,5
hike10,user2328,5
hike108,user2329,4
hike122,user2329,4
hike192,user2329,4
hike284,user2329,3
hike42,user2329,5
hike6,user2329,4
hike67,user2329,4
hike9,user2329,5
hike258,user233,4
hike108,user2330,4
hike24,user2331,4
hike30,user2332,5
hike35,user2332,5
hike79,user2332,4
hike437,user2333,4
hike24,user2334,3
hike190,user2335,4
hike403,user2336,5
hike8,user2337,5
hike163,user2338,4
hike147,user2339,4
hike30,user2339,4
hike35,user2339,4
hike73,user234,5
hike127,user2340,5
hike17,user2340,4
hike3,user2340,5
hike90,user2340,3
hike3,user2341,5
hike299,user2342,5
hike152,user2343,5
hike8,user2343,4
hike6,user2344,4
hike108,user2345,4
hike116,user2345,5
hike172,user2345,0
hike274,user2345,4
hike41,user2345,3
hike26,user2346,5
hike303,user2347,5
hike24,user2348,5
hike82,user2348,4
hike433,user2349,5
hike7,user235,3
hike5,user2350,5
hike5,user2351,5
hike95,user2351,5
hike110,user2352,5
hike73,user2353,4
hike210,user2354,5
hike8,user2354,4
hike102,user2355,4
hike40,user2355,5
hike17,user2356,5
hike437,user2356,3
hike17,user2357,5
hike73,user2358,5
hike7,user2359,4
hike122,user236,4
hike23,user236,5
hike3,user2360,5
hike46,user2361,4
hike23,user2362,4
hike12,user2363,5
hike34,user2363,4
hike36,user2363,4
hike48,user2364,5
hike93,user2365,4
hike69,user2366,5
hike52,user2367,4
hike95,user2368,4
hike119,user2369,5
hike143,user2369,5
hike148,user2369,3
hike15,user2369,4
hike19,user2369,5
hike347,user2369,5
hike205,user237,5
hike1,user2370,5
hike157,user2370,5
hike159,user2370,4
hike16,user2370,5
hike17,user2370,5
hike197,user2370,4
hike3,user2370,5
hike303,user2370,5
hike33,user2370,5
hike68,user2370,5
hike71,user2370,4
hike7,user2371,5
hike10,user2372,5
hike9,user2373,5
hike2,user2374,4
hike55,user2374,5
hike9,user2374,4
hike101,user2375,5
hike10,user2376,4
hike84,user2377,4
hike136,user2378,4
hike29,user2378,4
hike389,user2379,5
hike36,user238,5
hike167,user2380,4
hike173,user2380,5
hike248,user2380,3
hike356,user2380,4
hike121,user2381,4
hike22,user2381,4
hike314,user2381,5
hike51,user2381,5
hike311,user2382,3
hike337,user2382,3
hike122,user2383,4
hike309,user2383,4
hike319,user2383,5
hike32,user2383,4
hike46,user2383,4
hike379,user2384,2
hike1,user2385,5
hike32,user2385,4
hike50,user2385,3
hike32,user2386,4
hike9,user2387,4
hike0,user2388,4
hike384,user2388,5
hike83,user2388,4
hike194,user2389,5
hike57,user2389,5
hike85,user2389,4
hike235,user239,5
hike5,user2390,5
hike28,user2391,4
hike107,user2392,5
hike262,user2393,4
hike233,user2394,5
hike8,user2394,5
hike5,user2395,5
hike72,user2396,2
hike33,user2397,4
hike353,user2398,5
hike22,user2399,4
hike23,user24,4
hike183,user240,5
hike325,user2400,4
hike3,user2401,5
hike58,user2402,4
hike147,user2403,3
hike226,user2403,4
hike345,user2403,3
hike405,user2404,5
hike3,user2405,5
hike31,user2405,5
hike95,user2406,5
hike283,user2407,5
hike349,user2408,5
hike8,user2408,5
hike13,user2409,4
hike1,user241,4
hike104,user241,5
hike145,user241,5
hike309,user241,5
hike7,user241,4
hike193,user2410,5
hike1,user2411,4
hike30,user2411,5
hike358,user2411,4
hike153,user2412,5
hike188,user2413,4
hike351,user2414,4
hike348,user2415,5
hike10,user2416,5
hike344,user2417,5
hike14,user2418,5
hike176,user2419,5
hike0,user242,3
hike225,user242,5
hike298,user242,5
hike301,user242,4
hike32,user242,5
hike384,user242,5
hike96,user242,4
hike127,user2420,5
hike252,user2420,5
hike139,user2421,5
hike29,user2421,4
hike6,user2422,4
hike23,user2423,4
hike97,user2424,5
hike12,user2425,5
hike443,user2426,4
hike60,user2427,5
hike305,user2428,4
hike243,user2429,5
hike424,user2429,4
hike162,user243,4
hike1,user2430,5
hike186,user2430,5
hike137,user2431,5
hike15,user2432,4
hike22,user2433,4
hike45,user2433,5
hike29,user2434,4
hike9,user2434,5
hike30,user2435,4
hike345,user2435,3
hike358,user2436,4
hike37,user2437,5
hike52,user2438,4
hike108,user2439,4
hike24,user2439,5
hike211,user244,4
hike115,user2440,5
hike123,user2440,4
hike127,user2440,4
hike159,user2440,3
hike162,user2440,3
hike17,user2440,4
hike380,user2440,3
hike40,user2440,5
hike41,user2440,3
hike421,user2440,4
hike43,user2440,4
hike44,user2440,3
hike71,user2440,3
hike8,user2440,4
hike183,user2441,4
hike215,user2442,5
hike373,user2442,5
hike1,user2443,4
hike101,user2443,5
hike105,user2443,5
hike12,user2443,5
hike120,user2443,2
hike124,user2443,3
hike126,user2443,4
hike13,user2443,4
hike134,user2443,5
hike140,user2443,5
hike145,user2443,5
hike148,user2443,2
hike160,user2443,4
hike180,user2443,5
hike184,user2443,3
hike19,user2443,3
hike20,user2443,5
hike208,user2443,3
hike212,user2443,5
hike226,user2443,3
hike227,user2443,3
hike239,user2443,2
hike240,user2443,4
hike26,user2443,4
hike29,user2443,4
hike294,user2443,3
hike316,user2443,5
hike321,user2443,2
hike326,user2443,4
hike348,user2443,3
hike35,user2443,5
hike36,user2443,4
hike363,user2443,4
hike365,user2443,4
hike37,user2443,5
hike386,user2443,4
hike4,user2443,5
hike400,user2443,3
hike50,user2443,5
hike57,user2443,4
hike58,user2443,5
hike59,user2443,3
hike67,user2443,5
hike7,user2443,4
hike73,user2443,5
hike8,user2443,5
hike86,user2443,5
hike91,user2443,4
hike99,user2443,5
hike140,user2444,5
hike250,user2445,5
hike58,user2446,5
hike85,user2446,3
hike46,user2447,5
hike141,user2448,3
hike360,user2448,4
hike59,user2448,4
hike1,user2449,5
hike7,user2449,5
hike110,user245,1
hike102,user2450,5
hike5,user2451,5
hike40,user2452,4
hike6,user2453,5
hike105,user2454,3
hike61,user2455,4
hike18,user2456,5
hike251,user2457,4
hike14,user2458,3
hike21,user2459,5
hike311,user2459,4
hike32,user2459,5
hike51,user2459,4
hike57,user2459,5
hike267,user246,4
hike307,user2460,5
hike283,user2461,5
hike26,user2462,5
hike3,user2463,5
hike141,user2464,5
hike225,user2464,5
hike54,user2464,5
hike44,user2465,5
hike65,user2465,3
hike21,user2466,4
hike46,user2467,5
hike31,user2468,5
hike52,user2468,5
hike165,user2469,4
hike336,user247,4
hike10,user2470,4
hike11,user2471,5
hike162,user2471,5
hike19,user2471,4
hike251,user2471,5
hike41,user2471,4
hike43,user2471,5
hike66,user2471,4
hike68,user2471,4
hike337,user2472,4
hike0,user2473,3
hike1,user2473,5
hike10,user2473,3
hike107,user2473,4
hike109,user2473,3
hike116,user2473,5
hike120,user2473,5
hike124,user2473,5
hike13,user2473,3
hike14,user2473,3
hike140,user2473,3
hike141,user2473,5
hike148,user2473,3
hike177,user2473,3
hike18,user2473,3
hike182,user2473,4
hike2,user2473,3
hike20,user2473,3
hike219,user2473,2
hike225,user2473,5
hike243,user2473,4
hike244,user2473,2
hike29,user2473,2
hike294,user2473,4
hike296,user2473,4
hike30,user2473,5
hike31,user2473,5
hike330,user2473,3
hike37,user2473,5
hike373,user2473,3
hike38,user2473,3
hike4,user2473,5
hike412,user2473,4
hike431,user2473,2
hike5,user2473,5
hike57,user2473,5
hike58,user2473,5
hike59,user2473,4
hike63,user2473,5
hike68,user2473,5
hike7,user2473,4
hike71,user2473,3
hike72,user2473,3
hike79,user2473,4
hike86,user2473,5
hike9,user2473,4
hike97,user2473,5
hike150,user2474,4
hike3,user2475,5
hike103,user2476,5
hike13,user2476,5
hike396,user2476,5
hike68,user2476,5
hike97,user2476,5
hike130,user2477,4
hike15,user2477,5
hike250,user2477,5
hike108,user2478,4
hike18,user2478,4
hike42,user2478,3
hike243,user2479,4
hike27,user2479,5
hike68,user2479,3
hike226,user248,3
hike169,user2480,5
hike124,user2481,4
hike12,user2482,5
hike268,user2482,5
hike389,user2482,5
hike397,user2482,4
hike420,user2482,4
hike67,user2482,4
hike7,user2482,4
hike73,user2482,5
hike84,user2482,4
hike33,user2483,5
hike216,user2484,4
hike329,user2485,3
hike0,user2486,4
hike108,user2487,4
hike106,user2488,5
hike14,user2488,4
hike294,user2488,4
hike5,user2488,5
hike184,user2489,4
hike57,user2489,4
hike5,user249,5
hike4,user2490,5
hike440,user2490,5
hike22,user2491,4
hike124,user2492,4
hike127,user2493,3
hike33,user2493,5
hike24,user2494,4
hike1,user2495,5
hike15,user2495,5
hike164,user2495,4
hike181,user2495,4
hike214,user2495,4
hike228,user2495,4
hike34,user2495,5
hike4,user2495,5
hike73,user2495,4
hike15,user2496,4
hike31,user2497,4
hike138,user2498,5
hike15,user2499,5
hike140,user25,4
hike2,user25,5
hike20,user25,4
hike221,user25,4
hike299,user25,3
hike51,user25,4
hike70,user25,5
hike131,user250,4
hike170,user2500,5
hike196,user2500,5
hike2,user2501,5
hike10,user2502,4
hike230,user2502,4
hike15,user2503,4
hike5,user2504,5
hike70,user2504,5
hike2,user2505,4
hike179,user2506,5
hike200,user2507,4
hike137,user2508,5
hike197,user2508,5
hike298,user2508,5
hike303,user2508,3
hike40,user2508,5
hike437,user2508,5
hike92,user2508,4
hike277,user2509,4
hike1,user251,4
hike113,user251,4
hike13,user251,3
hike132,user251,3
hike166,user251,4
hike20,user251,4
hike26,user251,4
hike28,user251,4
hike50,user251,5
hike53,user251,4
hike91,user251,5
hike38,user2510,4
hike235,user2511,4
hike399,user2512,5
hike4,user2513,5
hike75,user2513,4
hike439,user2514,5
hike1,user2515,4
hike63,user2516,3
hike89,user2517,4
hike9,user2517,5
hike144,user2518,5
hike118,user2519,4
hike129,user2519,5
hike134,user2519,4
hike174,user2519,4
hike187,user2519,4
hike32,user2519,3
hike52,user2519,1
hike78,user2519,5
hike285,user252,4
hike29,user252,4
hike284,user2520,3
hike220,user2521,4
hike351,user2522,4
hike275,user2523,5
hike60,user2524,5
hike189,user2525,5
hike132,user2526,5
hike186,user2526,3
hike106,user2527,4
hike3,user2527,5
hike34,user2527,5
hike372,user2527,4
hike4,user2527,5
hike5,user2527,4
hike83,user2527,5
hike99,user2527,5
hike120,user2528,5
hike190,user2528,4
hike176,user2529,4
hike11,user253,5
hike114,user253,5
hike5,user253,4
hike310,user2530,2
hike110,user2531,5
hike21,user2531,4
hike215,user2531,4
hike29,user2531,3
hike98,user2531,4
hike122,user2532,5
hike18,user2533,1
hike2,user2533,5
hike7,user2533,5
hike15,user2534,5
hike260,user2535,5
hike320,user2536,5
hike408,user2536,5
hike3,user2537,4
hike50,user2538,4
hike71,user2539,3
hike1,user254,5
hike15,user2540,4
hike132,user2541,4
hike271,user2542,4
hike48,user2543,4
hike20,user2544,4
hike336,user2545,5
hike435,user2545,3
hike439,user2545,4
hike5,user2545,5
hike1,user2546,4
hike10,user2547,3
hike17,user2547,3
hike71,user2547,3
hike130,user2548,4
hike106,user2549,4
hike20,user2549,4
hike30,user2549,5
hike314,user2549,5
hike351,user2549,4
hike0,user255,4
hike49,user2550,4
hike5,user2550,4
hike33,user2551,4
hike249,user2552,5
hike28,user2552,5
hike286,user2552,5
hike12,user2553,5
hike91,user2553,5
hike16,user2554,5
hike362,user2555,3
hike222,user2556,5
hike236,user2556,4
hike27,user2556,5
hike309,user2556,5
hike315,user2556,4
hike32,user2556,5
hike8,user2556,5
hike6,user2557,5
hike332,user2558,5
hike206,user2559,5
hike346,user256,5
hike332,user2560,5
hike153,user2561,5
hike16,user2561,4
hike358,user2561,5
hike444,user2561,4
hike107,user2562,5
hike172,user2562,5
hike186,user2562,5
hike317,user2562,4
hike321,user2562,5
hike355,user2562,5
hike1,user2563,5
hike63,user2563,4
hike7,user2563,5
hike173,user2564,4
hike68,user2565,5
hike271,user2566,5
hike133,user2567,4
hike14,user2567,4
hike20,user2567,4
hike351,user2567,3
hike46,user2568,4
hike405,user2569,5
hike1,user257,5
hike86,user2570,5
hike181,user2571,5
hike13,user2572,3
hike358,user2573,4
hike100,user2574,4
hike94,user2574,4
hike1,user2575,4
hike94,user2576,5
hike3,user2577,5
hike26,user2578,3
hike189,user2579,5
hike10,user258,5
hike263,user2580,5
hike31,user2581,5
hike137,user2582,3
hike220,user2583,4
hike97,user2583,4
hike210,user2584,5
hike2,user2585,4
hike38,user2585,4
hike48,user2586,5
hike25,user2587,4
hike40,user2588,5
hike32,user2589,5
hike3,user259,5
hike74,user259,4
hike15,user2590,5
hike271,user2591,3
hike62,user2591,4
hike78,user2591,4
hike164,user2592,4
hike21,user2592,3
hike239,user2592,4
hike4,user2593,5
hike48,user2594,4
hike1,user2595,4
hike13,user2595,3
hike14,user2595,4
hike2,user2595,4
hike35,user2595,3
hike4,user2595,5
hike66,user2595,4
hike163,user2596,5
hike1,user2597,4
hike163,user2597,4
hike231,user2597,4
hike25,user2597,3
hike372,user2597,4
hike64,user2597,4
hike72,user2597,4
hike80,user2597,3
hike343,user2598,4
hike50,user2599,5
hike23,user26,5
hike11,user260,5
hike41,user260,4
hike43,user260,4
hike66,user260,5
hike171,user2600,4
hike219,user2600,4
hike32,user2600,5
hike34,user2600,5
hike370,user2600,4
hike43,user2600,4
hike48,user2600,5
hike49,user2600,5
hike52,user2600,4
hike195,user2601,5
hike1,user2602,5
hike148,user2603,5
hike220,user2604,5
hike100,user2605,5
hike183,user2605,3
hike33,user2605,5
hike201,user2606,4
hike23,user2606,4
hike220,user2607,5
hike80,user2608,4
hike44,user2609,5
hike127,user261,4
hike142,user261,4
hike17,user261,5
hike3,user261,5
hike33,user261,3
hike71,user261,3
hike85,user2610,5
hike61,user2611,5
hike357,user2612,2
